PTest_5DNU_SHIFL_EC=3.1.3.89_EC_Level=2_ProtLen=199	 Predictions: ==>  3.1.3.89
PTest_PA2GA_MOUSE_EC=3.1.1.4_EC_Level=2_ProtLen=146	 Predictions: ==>  3.1.1.4
PTest_RPIA_CHLTA_EC=5.3.1.6_EC_Level=2_ProtLen=242	 Predictions: ==>  5.3.1.6
PTest_LAC1_THACU_EC=1.10.3.2_EC_Level=2_ProtLen=576	 Predictions: ==>  1.10.3.2
PTest_PXL2B_XENLA_EC=1.11.1.20_EC_Level=2_ProtLen=201	 Predictions: ==>  1.11.1.20
PTest_RSMH_SULMW_EC=2.1.1.199_EC_Level=2_ProtLen=300	 No Prediction  ==> 
PTest_PANC_PSEF5_EC=6.3.2.1_EC_Level=2_ProtLen=286	 Predictions: ==>  6.3.2.1
PTest_GLO2_PSEU2_EC=3.1.2.6_EC_Level=2_ProtLen=259	 Predictions: ==>  3.1.2.6
PTest_TRPB_METRJ_EC=4.2.1.20_EC_Level=2_ProtLen=413	 Predictions: ==>  4.2.1.20
PTest_AMYR_DROBA_EC=3.2.1.1_EC_Level=2_ProtLen=494	 Predictions: ==>  3.2.1.1
PTest_EPMA_SALSV_EC=6.3.1_EC_Level=1_ProtLen=325	 Predictions: ==>  6.3.1
PTest_TREA_ECO7I_EC=3.2.1.28_EC_Level=2_ProtLen=565	 Predictions: ==>  3.2.1.28
PTest_LEUD_ACIBT_EC=4.2.1.33_EC_Level=2_ProtLen=215	 Predictions: ==>  4.2.1.33
PTest_NU5M_DUGDU_EC=7.1.1.2_EC_Level=2_ProtLen=603	 Predictions: ==>  7.1.1.2
PTest_DUT_PSESM_EC=3.6.1.23_EC_Level=2_ProtLen=151	 Predictions: ==>  3.6.1.23
PTest_PDXH_PSEAB_EC=1.4.3.5_EC_Level=2_ProtLen=215	 Predictions: ==>  1.4.3.5
PTest_G6PI_STRA5_EC=5.3.1.9_EC_Level=2_ProtLen=449	 Predictions: ==>  5.3.1.9
PTest_MNMA_STRPD_EC=2.8.1.13_EC_Level=2_ProtLen=373	 Predictions: ==>  2.8.1.13
PTest_TYSY_ECOBW_EC=2.1.1.45_EC_Level=2_ProtLen=264	 Predictions: ==>  2.1.1.45
PTest_GATC_STRZP_EC=6.3.5_EC_Level=1_ProtLen=100	 Predictions: ==>  6.3.5
PTest_GUAA_VIBCB_EC=6.3.5.2_EC_Level=2_ProtLen=517	 Predictions: ==>  6.3.5.2
PTest_GLYA_POLAQ_EC=2.1.2.1_EC_Level=2_ProtLen=414	 Predictions: ==>  2.1.2.1
PTest_BIOF_BURP1_EC=2.3.1.47_EC_Level=2_ProtLen=394	 Predictions: ==>  2.3.1.47
PTest_ACCD_DESAP_EC=2.1.3.15_EC_Level=2_ProtLen=275	 Predictions: ==>  2.1.3.15
PTest_G6PI_FRATO_EC=5.3.1.9_EC_Level=2_ProtLen=541	 Predictions: ==>  5.3.1.9
PTest_APAH_YERPP_EC=3.6.1.41_EC_Level=2_ProtLen=289	 Predictions: ==>  3.6.1.41
PTest_TILS_RUEPO_EC=6.3.4.19_EC_Level=2_ProtLen=419	 Predictions: ==>  6.3.4.19
PTest_UPP_ARATH_EC=2.4.2.9_EC_Level=2_ProtLen=296	 Predictions: ==>  2.4.2.9
PTest_DAPA_COXBU_EC=4.3.3.7_EC_Level=2_ProtLen=289	 Predictions: ==>  4.3.3.7
PTest_ACCD_OLICO_EC=2.1.3.15_EC_Level=2_ProtLen=312	 Predictions: ==>  2.1.3.15
PTest_TYSY_NOVAD_EC=2.1.1.45_EC_Level=2_ProtLen=314	 Predictions: ==>  2.1.1.45
PTest_RNPA_ECOUT_EC=3.1.26.5_EC_Level=2_ProtLen=119	 Predictions: ==>  3.1.26.5
PTest_TRPA_CALBD_EC=4.2.1.20_EC_Level=2_ProtLen=256	 Predictions: ==>  4.2.1.20
PTest_LPXA_BURA4_EC=2.3.1.129_EC_Level=2_ProtLen=262	 Predictions: ==>  2.3.1.129
PTest_DEF1_XANCP_EC=3.5.1.88_EC_Level=2_ProtLen=171	 Predictions: ==>  3.5.1.88
PTest_HPS_METAM_EC=4.1.2.43_EC_Level=2_ProtLen=209	 No Prediction  ==> 
PTest_PYRR_STAAT_EC=2.4.2.9_EC_Level=2_ProtLen=175	 Predictions: ==>  2.4.2.9
PTest_PEPA_EMENI_EC=3.4.23.18_EC_Level=2_ProtLen=386	 Predictions: ==>  3.4.23.18
PTest_RASX_DICDI_EC=3.6.5.2_EC_Level=2_ProtLen=213	 Predictions: ==>  3.6.5.2
PTest_HDAC1_BOVIN_EC=3.5.1.98_EC_Level=2_ProtLen=482	 Predictions: ==>  3.5.1.98
PTest_YBEY_ACIBT_EC=3.1_EC_Level=0_ProtLen=158	 Predictions: ==>  3.1
PTest_SDHA_ECOLI_EC=1.3.5.1_EC_Level=2_ProtLen=588	 Predictions: ==>  1.3.5.1
PTest_PURS_THEMA_EC=6.3.5.3_EC_Level=2_ProtLen=82	 No Prediction  ==> 
PTest_LEXA_MYCPA_EC=3.4.21.88_EC_Level=2_ProtLen=232	 Predictions: ==>  3.4.21.88
PTest_GLSA_SALPB_EC=3.5.1.2_EC_Level=2_ProtLen=308	 Predictions: ==>  3.5.1.2
PTest_UBP1_RAT_EC=3.4.19.12_EC_Level=2_ProtLen=784	 Predictions: ==>  3.4.19
PTest_PDC_ASPTN_EC=4.1.1.1_EC_Level=2_ProtLen=569	 Predictions: ==>  4.1.1.1
PTest_HPCH_SALPK_EC=4.1.2.52_EC_Level=2_ProtLen=263	 Predictions: ==>  4.1.2.52
PTest_RPOP_PYRFU_EC=2.7.7.6_EC_Level=2_ProtLen=49	 No Prediction  ==> 
PTest_RNP3_METMA_EC=3.1.26.5_EC_Level=2_ProtLen=239	 No Prediction  ==> 
PTest_PCBER_PINTA_EC=1.23.1_EC_Level=1_ProtLen=308	 Predictions: ==>  1
PTest_URE3_YERPS_EC=3.5.1.5_EC_Level=2_ProtLen=100	 Predictions: ==>  3.5.1.5
PTest_CRD1_ARATH_EC=1.14.13.81_EC_Level=2_ProtLen=409	 Predictions: ==>  1.14.13.81
PTest_MDH_AGRVS_EC=1.1.1.37_EC_Level=2_ProtLen=320	 Predictions: ==>  1.1.1.37
PTest_BIOB_BACSU_EC=2.8.1.6_EC_Level=2_ProtLen=335	 Predictions: ==>  2.8.1.6
PTest_PLYC_ASPOR_EC=4.2.2.2_EC_Level=2_ProtLen=419	 Predictions: ==>  4.2.2.2
PTest_CTAA_BACHK_EC=1.3_EC_Level=0_ProtLen=311	 Predictions: ==>  1.3
PTest_OBG_STRCO_EC=3.6.5_EC_Level=1_ProtLen=478	 Predictions: ==>  3.6.5
PTest_PYRG_NEUCR_EC=6.3.4.2_EC_Level=2_ProtLen=579	 Predictions: ==>  2.7.7~6.3.4.2
PTest_1A1D_AGRVS_EC=3.5.99.7_EC_Level=2_ProtLen=337	 Predictions: ==>  3.5.99.7
PTest_PTH_PROMH_EC=3.1.1.29_EC_Level=2_ProtLen=194	 Predictions: ==>  3.1.1.29
PTest_SAHH_BURM9_EC=3.3.1.1_EC_Level=2_ProtLen=473	 Predictions: ==>  3.3.1.1
PTest_RDH14_HUMAN_EC=1.1.1.300_EC_Level=2_ProtLen=336	 Predictions: ==>  1.1.1.300~6.2.1
PTest_DEOD1_VIBCH_EC=2.4.2.1_EC_Level=2_ProtLen=241	 Predictions: ==>  2.4.2.1
PTest_YI7E_SCHPO_EC=1.1.1_EC_Level=1_ProtLen=351	 Predictions: ==>  1.1.1
PTest_CLPP_STAA3_EC=3.4.21.92_EC_Level=2_ProtLen=195	 Predictions: ==>  3.4.21.92
PTest_LTXB_AGGAC_EC=7.4.2.5_EC_Level=2_ProtLen=707	 Predictions: ==>  7.4.2.5
PTest_RUTE_ECODH_EC=1.1.1.298_EC_Level=2_ProtLen=196	 Predictions: ==>  1.1.1.298
PTest_6PGL_ECOHS_EC=3.1.1.31_EC_Level=2_ProtLen=331	 Predictions: ==>  3.1.1.31
PTest_PDIA2_HUMAN_EC=5.3.4.1_EC_Level=2_ProtLen=525	 Predictions: ==>  5.3.4.1
PTest_PYRB_CUPMC_EC=2.1.3.2_EC_Level=2_ProtLen=323	 Predictions: ==>  2.1.3.2
PTest_MURG_PROMT_EC=2.4.1.227_EC_Level=2_ProtLen=352	 Predictions: ==>  2.4.1.227~6.3.2.9
PTest_RLMC_SALTI_EC=2.1.1.189_EC_Level=2_ProtLen=375	 Predictions: ==>  2.1.1.189
PTest_QKGA_DICDI_EC=2.7.11.1_EC_Level=2_ProtLen=1553	 Predictions: ==>  2.7.11.1~3.4.22
PTest_FABV_TERTT_EC=1.3.1.9_EC_Level=2_ProtLen=396	 Predictions: ==>  1.3.1.9
PTest_PTPRA_RAT_EC=3.1.3.48_EC_Level=2_ProtLen=796	 Predictions: ==>  3.1.3.48
PTest_SMCA4_RAT_EC=3.6.4_EC_Level=1_ProtLen=1613	 Predictions: ==>  3.6.4.12
PTest_APT_CLOBL_EC=2.4.2.7_EC_Level=2_ProtLen=172	 Predictions: ==>  2.4.2.7
PTest_HEM3_METJA_EC=2.5.1.61_EC_Level=2_ProtLen=292	 Predictions: ==>  2.5.1.61
PTest_ISPF_CARHZ_EC=4.6.1.12_EC_Level=2_ProtLen=163	 Predictions: ==>  4.6.1.12
PTest_ACCA_CYACA_EC=2.1.3.15_EC_Level=2_ProtLen=324	 Predictions: ==>  2.1.3.15
PTest_CHED_SULDN_EC=3.5.1.44_EC_Level=2_ProtLen=156	 Predictions: ==>  3.5.1.44
PTest_LIPB_GEOBB_EC=2.3.1.181_EC_Level=2_ProtLen=204	 Predictions: ==>  2.3.1.181
PTest_KADA_SULIN_EC=2.7.4.3_EC_Level=2_ProtLen=195	 Predictions: ==>  2.7.4.3
PTest_YQGF_STRA1_EC=3.1_EC_Level=0_ProtLen=139	 Predictions: ==>  3.1
PTest_MNME_ECO5E_EC=3.6_EC_Level=0_ProtLen=454	 Predictions: ==>  3.6.5
PTest_APT_RHOP2_EC=2.4.2.7_EC_Level=2_ProtLen=181	 Predictions: ==>  2.4.2.7
PTest_RBL_CHEBI_EC=4.1.1.39_EC_Level=2_ProtLen=416	 Predictions: ==>  4.1.1.39
PTest_AHPD_BRADU_EC=1.11.1.28_EC_Level=2_ProtLen=182	 Predictions: ==>  1.11.1.28
PTest_E131_ARATH_EC=3.2.1.39_EC_Level=2_ProtLen=511	 No Prediction  ==> 
PTest_EMBA_MYCTU_EC=2.4.2_EC_Level=1_ProtLen=1094	 Predictions: ==>  2.4.2
PTest_PGDA_LISMO_EC=3.5.1.104_EC_Level=2_ProtLen=466	 Predictions: ==>  3.5.1
PTest_APG2_ARATH_EC=3.1.1_EC_Level=1_ProtLen=353	 No Prediction  ==> 
PTest_PURA_DESAH_EC=6.3.4.4_EC_Level=2_ProtLen=429	 Predictions: ==>  6.3.4.4
PTest_TRMB_LACP3_EC=2.1.1.33_EC_Level=2_ProtLen=214	 Predictions: ==>  2.1.1.33
PTest_MURB_MYCLE_EC=1.3.1.98_EC_Level=2_ProtLen=367	 Predictions: ==>  1.3.1.98~2
PTest_PGLI_CAMJE_EC=2.4.1.293_EC_Level=2_ProtLen=309	 No Prediction  ==> 
PTest_PUS1_SCHPO_EC=5.4.99_EC_Level=1_ProtLen=534	 Predictions: ==>  5.4.99
PTest_UBIB_CHRVO_EC=2.7_EC_Level=0_ProtLen=508	 Predictions: ==>  2.7
PTest_LOLD_BORPE_EC=7.6.2_EC_Level=1_ProtLen=231	 Predictions: ==>  7.6.2
PTest_HIS3_LEPIC_EC=3.5.4.19_EC_Level=2_ProtLen=187	 No Prediction  ==> 
PTest_SYQ_ESCF3_EC=6.1.1.18_EC_Level=2_ProtLen=554	 Predictions: ==>  6.1.1.18
PTest_NUON_AZOC5_EC=7.1.1_EC_Level=1_ProtLen=476	 Predictions: ==>  7.1.1.2
PTest_MGSA_CALS8_EC=4.2.3.3_EC_Level=2_ProtLen=141	 Predictions: ==>  4.2.3.3
PTest_PNP_STRA5_EC=2.7.7.8_EC_Level=2_ProtLen=709	 Predictions: ==>  2.7.7.8
PTest_ISPF_ENT38_EC=4.6.1.12_EC_Level=2_ProtLen=159	 Predictions: ==>  4.6.1.12
PTest_PFKA_CALFI_EC=2.7.1.11_EC_Level=2_ProtLen=184	 Predictions: ==>  2.7.1.11
PTest_CYSC_SALTI_EC=2.7.1.25_EC_Level=2_ProtLen=201	 Predictions: ==>  2.7.1.25
PTest_PRMA_SINFN_EC=2.1.1_EC_Level=1_ProtLen=291	 Predictions: ==>  2.1.1
PTest_LPXK_PSEP1_EC=2.7.1.130_EC_Level=2_ProtLen=333	 Predictions: ==>  2.7.1.130
PTest_PTH_STRZP_EC=3.1.1.29_EC_Level=2_ProtLen=189	 Predictions: ==>  3.1.1.29
PTest_NIRG_PSEST_EC=4.1.1.111_EC_Level=2_ProtLen=147	 No Prediction  ==> 
PTest_RSMA_HYDS0_EC=2.1.1.182_EC_Level=2_ProtLen=252	 Predictions: ==>  2.1.1.182
PTest_PTH_PROMM_EC=3.1.1.29_EC_Level=2_ProtLen=206	 Predictions: ==>  3.1.1.29
PTest_XNI_VIBVU_EC=3.1_EC_Level=0_ProtLen=259	 Predictions: ==>  3.1
PTest_SYDND_HELP2_EC=6.1.1.23_EC_Level=2_ProtLen=577	 Predictions: ==>  2~6.1.1.23
PTest_PSTB_BIFLO_EC=7.3.2.1_EC_Level=2_ProtLen=259	 Predictions: ==>  7.3.2.1
PTest_GUNZ_THEST_EC=3.2.1.4_EC_Level=2_ProtLen=986	 Predictions: ==>  3.2.1.4
PTest_FOLE_CANAX_EC=6.3.2.17_EC_Level=2_ProtLen=514	 Predictions: ==>  6.3.2.17
PTest_F16PA_SHIB3_EC=3.1.3.11_EC_Level=2_ProtLen=332	 Predictions: ==>  3.1.3.11
PTest_THIM_GEOKA_EC=2.7.1.50_EC_Level=2_ProtLen=269	 Predictions: ==>  2.7.1.50
PTest_GLMM_DICT6_EC=5.4.2.10_EC_Level=2_ProtLen=458	 Predictions: ==>  5.4.2.10
PTest_DUT_AGRRK_EC=3.6.1.23_EC_Level=2_ProtLen=156	 Predictions: ==>  3.6.1.23
PTest_G1PDH_CENSY_EC=1.1.1.261_EC_Level=2_ProtLen=354	 Predictions: ==>  1.1.1.261~2.1.1.228
PTest_MER_METJA_EC=1.5.98.2_EC_Level=2_ProtLen=331	 Predictions: ==>  1.5.98.2
PTest_FABZ_STAES_EC=4.2.1.59_EC_Level=2_ProtLen=145	 Predictions: ==>  4.2.1.59
PTest_ADH_DROAD_EC=1.1.1.1_EC_Level=2_ProtLen=254	 Predictions: ==>  1.1.1.1
PTest_QUEF_HELAH_EC=1.7.1.13_EC_Level=2_ProtLen=148	 Predictions: ==>  1.7.1.13~7
PTest_TRHO_CORGL_EC=1.14_EC_Level=0_ProtLen=312	 Predictions: ==>  1.14
PTest_AROB_PSEF5_EC=4.2.3.4_EC_Level=2_ProtLen=366	 Predictions: ==>  4.2.3.4
PTest_RHAM_ECOLC_EC=5.1.3.32_EC_Level=2_ProtLen=104	 Predictions: ==>  5.1.3.32
PTest_TRMB_SYNY3_EC=2.1.1.33_EC_Level=2_ProtLen=211	 Predictions: ==>  2.1.1.33
PTest_PHS_PSEPF_EC=4.2.1.96_EC_Level=2_ProtLen=118	 Predictions: ==>  4.2.1.96
PTest_LIPA_BACHD_EC=2.8.1.8_EC_Level=2_ProtLen=303	 Predictions: ==>  2.8.1.8
PTest_CHIA_TOBAC_EC=3.2.1.14_EC_Level=2_ProtLen=291	 No Prediction  ==> 
PTest_TRMB_RHOS4_EC=2.1.1.33_EC_Level=2_ProtLen=241	 Predictions: ==>  1~2.1.1.33
PTest_PSD_ECOUT_EC=4.1.1.65_EC_Level=2_ProtLen=322	 Predictions: ==>  4.1.1.65
PTest_TRY4_ANOGA_EC=3.4.21.4_EC_Level=2_ProtLen=275	 Predictions: ==>  3.4.21
PTest_CHLI_NOSS1_EC=6.6.1.1_EC_Level=2_ProtLen=374	 Predictions: ==>  6.6.1.1
PTest_RPIA_ALIFM_EC=5.3.1.6_EC_Level=2_ProtLen=218	 Predictions: ==>  5.3.1.6
PTest_C85A1_ARATH_EC=1.14_EC_Level=0_ProtLen=465	 Predictions: ==>  1.14
PTest_NAGB_LISMF_EC=3.5.99.6_EC_Level=2_ProtLen=234	 Predictions: ==>  3.5.99.6
PTest_COBS_SHEAM_EC=2.7.8.26_EC_Level=2_ProtLen=260	 Predictions: ==>  2.7.8.26
PTest_RLMG_YERP3_EC=2.1.1.174_EC_Level=2_ProtLen=395	 Predictions: ==>  2.1.1.174
PTest_GATA_DESOH_EC=6.3.5.7_EC_Level=2_ProtLen=486	 Predictions: ==>  6.3.5.7
PTest_MOAC_BORPE_EC=4.6.1.17_EC_Level=2_ProtLen=161	 Predictions: ==>  4.6.1.17
PTest_MURA_SORC5_EC=2.5.1.7_EC_Level=2_ProtLen=422	 Predictions: ==>  2.5.1.7
PTest_AGUA_LACSS_EC=3.5.3.12_EC_Level=2_ProtLen=365	 Predictions: ==>  2.7~3.5.3.12
PTest_IDUA_HUMAN_EC=3.2.1.76_EC_Level=2_ProtLen=653	 No Prediction  ==> 
PTest_SYFB_PHOLL_EC=6.1.1.20_EC_Level=2_ProtLen=795	 Predictions: ==>  6.1.1.20
PTest_GLPE_PSEMY_EC=2.8.1.1_EC_Level=2_ProtLen=109	 Predictions: ==>  2.8.1.1
PTest_SYL_PSEPW_EC=6.1.1.4_EC_Level=2_ProtLen=868	 Predictions: ==>  6.1.1.4
PTest_CYP6_RHIO9_EC=5.2.1.8_EC_Level=2_ProtLen=176	 Predictions: ==>  5.2.1.8
PTest_G6PIB_ORYSJ_EC=5.3.1.9_EC_Level=2_ProtLen=567	 Predictions: ==>  5.3.1.9
PTest_MSRA_PSE14_EC=1.8.4.11_EC_Level=2_ProtLen=215	 Predictions: ==>  1.8.4.11
PTest_YEII_ECOLI_EC=2.7.1_EC_Level=1_ProtLen=362	 No Prediction  ==> 
PTest_RNC_PSEU2_EC=3.1.26.3_EC_Level=2_ProtLen=229	 Predictions: ==>  3.1.26.3
PTest_OADC_PARXL_EC=4.1.1.112_EC_Level=2_ProtLen=299	 No Prediction  ==> 
PTest_LPXD_RHOFT_EC=2.3.1_EC_Level=1_ProtLen=329	 Predictions: ==>  2.3.1
PTest_RDRP_BPSP_EC=2.7.7.48_EC_Level=2_ProtLen=576	 No Prediction  ==> 
PTest_ATPA_STAAM_EC=7.1.2.2_EC_Level=2_ProtLen=502	 Predictions: ==>  7.1.2.2
PTest_BGA12_ORYSJ_EC=3.2.1.23_EC_Level=2_ProtLen=911	 Predictions: ==>  3.2.1.23
PTest_ACDA_METJA_EC=1.2.7.4_EC_Level=2_ProtLen=774	 No Prediction  ==> 
PTest_ISPD_RAT_EC=2.7.7.40_EC_Level=2_ProtLen=447	 Predictions: ==>  2.7.7.40
PTest_TSP50_MOUSE_EC=3.4.25_EC_Level=1_ProtLen=439	 Predictions: ==>  3.4
PTest_Y892_MYCTU_EC=1.14.13_EC_Level=1_ProtLen=495	 No Prediction  ==> 
PTest_ATPB_PROM4_EC=7.1.2.2_EC_Level=2_ProtLen=488	 Predictions: ==>  7.1.2.2
PTest_SYR_CHLSY_EC=6.1.1.19_EC_Level=2_ProtLen=574	 Predictions: ==>  6.1.1.19
PTest_SAT_RIPO1_EC=2.7.7.4_EC_Level=2_ProtLen=391	 Predictions: ==>  2.7.7.4
PTest_GLYA_LISMO_EC=2.1.2.1_EC_Level=2_ProtLen=413	 Predictions: ==>  2.1.2.1
PTest_BIOB_METI4_EC=2.8.1.6_EC_Level=2_ProtLen=311	 Predictions: ==>  2.8.1.6
PTest_PSBA_MICAN_EC=1.10.3.9_EC_Level=2_ProtLen=360	 Predictions: ==>  1.10.3.9
PTest_HN_PI3HT_EC=3.2.1.18_EC_Level=2_ProtLen=572	 Predictions: ==>  3.2.1.18
PTest_YR368_MIMIV_EC=1.8.3.2_EC_Level=2_ProtLen=143	 No Prediction  ==> 
PTest_CISY_ACIFR_EC=2.3.3.16_EC_Level=2_ProtLen=386	 Predictions: ==>  2.3
PTest_SURE_PSE14_EC=3.1.3.5_EC_Level=2_ProtLen=249	 Predictions: ==>  3.1.3.5
PTest_SYE_GRAFK_EC=6.1.1.17_EC_Level=2_ProtLen=505	 Predictions: ==>  6.1.1.17
PTest_GCS2_CORU7_EC=6.3.2.2_EC_Level=2_ProtLen=394	 Predictions: ==>  6.3.2.2
PTest_OTCC_LACLA_EC=2.1.3.3_EC_Level=2_ProtLen=354	 Predictions: ==>  2.1.3.3
PTest_MGSA_HAEIN_EC=4.2.3.3_EC_Level=2_ProtLen=152	 Predictions: ==>  4.2.3.3
PTest_SUCB1_COLLI_EC=6.2.1.5_EC_Level=2_ProtLen=413	 Predictions: ==>  6.2.1.5
PTest_HIS8_RHOP5_EC=2.6.1.9_EC_Level=2_ProtLen=365	 Predictions: ==>  2.6.1.9
PTest_1A11_CUCMA_EC=4.4.1.14_EC_Level=2_ProtLen=493	 Predictions: ==>  4.4.1.14
PTest_CYOE_YERPY_EC=2.5.1.141_EC_Level=2_ProtLen=295	 Predictions: ==>  2.5.1.141
PTest_DCD_SALTI_EC=3.5.4.13_EC_Level=2_ProtLen=193	 Predictions: ==>  3.5.4.13
PTest_ATPA_UREP2_EC=7.1.2.2_EC_Level=2_ProtLen=799	 Predictions: ==>  7.1.2.2
PTest_G3PT_MACFA_EC=1.2.1.12_EC_Level=2_ProtLen=409	 Predictions: ==>  1.2.1.12
PTest_ATL39_ARATH_EC=2.3.2.27_EC_Level=2_ProtLen=132	 Predictions: ==>  7.1.2.2
PTest_URK_STAAC_EC=2.7.1.48_EC_Level=2_ProtLen=207	 Predictions: ==>  2.7.1.48
PTest_RUVB_PSEMY_EC=3.6.4.12_EC_Level=2_ProtLen=350	 Predictions: ==>  3.6.4.12
PTest_GLYA_CLOB1_EC=2.1.2.1_EC_Level=2_ProtLen=413	 Predictions: ==>  2.1.2.1
PTest_QUEF_NOSS1_EC=1.7.1.13_EC_Level=2_ProtLen=136	 Predictions: ==>  1.7.1.13
PTest_PCP_ESCF3_EC=3.4.19.3_EC_Level=2_ProtLen=214	 Predictions: ==>  3.4.19.3
PTest_ISPG_GLOC7_EC=1.17.7.1_EC_Level=2_ProtLen=406	 Predictions: ==>  1.17.7.1
PTest_APT_CHLTE_EC=2.4.2.7_EC_Level=2_ProtLen=177	 Predictions: ==>  2.4.2.7
PTest_TRPD_POLNS_EC=2.4.2.18_EC_Level=2_ProtLen=341	 Predictions: ==>  2.4.2.18
PTest_QUEA_SHIFL_EC=2.4.99.17_EC_Level=2_ProtLen=356	 Predictions: ==>  2.4.99.17
PTest_PUR7_CLOBH_EC=6.3.2.6_EC_Level=2_ProtLen=234	 Predictions: ==>  6.3.2.6
PTest_AROC_PECAS_EC=4.2.3.5_EC_Level=2_ProtLen=361	 Predictions: ==>  4.2.3.5
PTest_COAX_CHLP8_EC=2.7.1.33_EC_Level=2_ProtLen=268	 Predictions: ==>  7
PTest_MOBA_STAA2_EC=2.7.7.77_EC_Level=2_ProtLen=199	 Predictions: ==>  2.7.7.77
PTest_TRXB3_ARATH_EC=1.8.1.9_EC_Level=2_ProtLen=529	 Predictions: ==>  1.8.1.9
PTest_MIAA_RHIME_EC=2.5.1.75_EC_Level=2_ProtLen=303	 Predictions: ==>  2.5.1.75
PTest_URE3_BURCC_EC=3.5.1.5_EC_Level=2_ProtLen=100	 Predictions: ==>  3.5.1.5
PTest_GLYA3_PSEAE_EC=2.1.2.1_EC_Level=2_ProtLen=417	 Predictions: ==>  2.1.2.1
PTest_SYGB_MYXXD_EC=6.1.1.14_EC_Level=2_ProtLen=703	 Predictions: ==>  6.1.1.14
